"National Provider Number (NPI)"	"Provider Name Prefix"	"First Name of Provider"	"Middle Initial of Provider"	"Last Name of Provider"	"Suffix of Provider"	"Physician / Non-Physician"	"Specialty Type  (area of medicine)"	"Street Address"	"Street Address 2"	"City"	"State"	"County"	"Zip"	"Network IDs"	"FIPS Code"	"ProvDirIND01of0218973IA252D20140722T115902"
"122"	"1517065552"	NA	"TRAISURE"	NA	"ADAMSON"	NA	"Physician"	"101 Pediatrics"	"250 W 9TH ST"	NA	"Las Vegas"	"NV"	"countyb"	"89169"	"MIN003"	"13006"	NA
"123"	"1243865328"	NA	"PRESTON"	NA	"BLAKE"	NA	"Non-Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Moreauville"	"LA"	"countyb"	"71355"	"NEN001"	"13006"	NA
"124"	"1955861100"	NA	"RANDOLPH"	NA	"JOHNSON"	NA	"Non-Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"Toms River"	"NJ"	"countya"	"08756"	"MIN003"	"15004"	NA
"125"	"1264822141"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Physician"	"017 Infectious Diseases"	"250 W 9TH ST"	NA	"Lower Brule"	"SD"	"countya"	"57548"	"MIN003"	"25002"	NA
"126"	"1409645538"	NA	"GREG"	NA	"OBLAICH"	NA	"Non-Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Centerport"	"PA"	"countyb"	"19516"	"NEN001"	"25002"	NA
"127"	"1545024416"	NA	"DARELL"	NA	"ACEMAN"	NA	"Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Des Moines"	"IA"	"countya"	"50310"	"NEN001"	"13006"	NA
"128"	"1785945989"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Victor"	"MT"	"countyb"	"59875"	"MIN003"	"25002"	NA
"129"	"1605689430"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Non-Physician"	"030 Pulmonary Disease"	"250 W 9TH ST"	NA	"Apo"	"AE"	"countya"	"09067"	"MIN003"	"25002"	NA
"130"	"1554488053"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Non-Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Somerset"	"WI"	"countyb"	"54025"	"MIN003"	"13006"	NA
"131"	"1909900872"	NA	"PRESTON"	NA	"ADAMSON"	NA	"Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Saunemin"	"IL"	"countyb"	"61769"	"MIN003"	"15004"	NA
"132"	"1703528873"	NA	"CALLIS"	NA	"ACUNA-001"	NA	"Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Apo"	"AE"	"countyb"	"09095"	"MIN003"	"15004"	NA
"133"	"1392601353"	NA	"PRESTON"	NA	"ACUNA-001"	NA	"Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Waldron"	"KS"	"countya"	"67150"	"NEN001"	"13006"	NA
"134"	"1941063244"	NA	"PRESTON"	NA	"BLAKE"	NA	"Non-Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Pinckard"	"AL"	"countya"	"36371"	"NEN001"	"13006"	NA
"135"	"1877958901"	NA	"EDWARD"	NA	"ABEURISHAL"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Eldon"	"MO"	"countya"	"65026"	"MIN003"	"15004"	NA
"136"	"1790978530"	NA	"GREG"	NA	"BLAKELY"	NA	"Non-Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Buckholts"	"TX"	"countya"	"76518"	"MIN003"	"15004"	NA
"137"	"1294611551"	NA	"TERALIN"	NA	"ADAMSON"	NA	"Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Berry"	"AL"	"countyb"	"35546"	"NEN001"	"15004"	NA
"138"	"1537289099"	NA	"PRESTON"	NA	"ADAMSON"	NA	"Non-Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Frankford"	"DE"	"countya"	"19945"	"NEN001"	"25002"	NA
"139"	"1641731486"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Non-Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Crandall"	"IN"	"countyb"	"47114"	"NEN001"	"25002"	NA
"140"	"1349563255"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Non-Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"El Paso"	"TX"	"countya"	"88510"	"NEN001"	"15004"	NA
"141"	"1369853168"	NA	"DARELL"	NA	"ACEMAN"	NA	"Non-Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Oakhurst"	"TX"	"countya"	"77359"	"NEN001"	"15004"	NA
"142"	"1085082619"	NA	"RANDOLPH"	NA	"ACEMAN"	NA	"Physician"	"029 Psychiatry"	"250 W 9TH ST"	NA	"Albemarle"	"NC"	"countyb"	"28001"	"NEN001"	"25002"	NA
"143"	"1150256118"	NA	"GEANA"	NA	"BLAKE"	NA	"Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Erie"	"PA"	"countyb"	"16554"	"MIN003"	"13006"	NA
"144"	"1109442526"	NA	"DARELL"	NA	"BLAKE"	NA	"Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Carrollton"	"MI"	"countyb"	"48724"	"MIN003"	"25002"	NA
"145"	"1817501520"	NA	"GEANA"	NA	"ACEMAN"	NA	"Non-Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Old Chatham"	"NY"	"countyb"	"12136"	"NEN001"	"25002"	NA
"146"	"1928033104"	NA	"EDWARD"	NA	"ACUNA-001"	NA	"Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Waco"	"TX"	"countyb"	"76797"	"MIN003"	"25002"	NA
"147"	"1334732693"	NA	"DARELL"	NA	"BLAKELY"	NA	"Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Tucson"	"AZ"	"countya"	"85732"	"NEN001"	"25002"	NA
"148"	"1409961693"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Lavonia"	"GA"	"countya"	"30553"	"MIN003"	"13006"	NA
"149"	"1453705986"	NA	"CALLIS"	NA	"ACUNA-001"	NA	"Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Algoma"	"WI"	"countya"	"54201"	"NEN001"	"25002"	NA
"150"	"1479839541"	NA	"DARELL"	NA	"ABEURISHAL"	NA	"Non-Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"Lewes"	"DE"	"countyb"	"19958"	"NEN001"	"15004"	NA
"151"	"1341395064"	NA	"GEANA"	NA	"BLAKELY"	NA	"Non-Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Chester"	"PA"	"countya"	"19013"	"NEN001"	"25002"	NA
"152"	"1455331593"	NA	"TERALIN"	NA	"BLAKE"	NA	"Non-Physician"	"015 General Surgery"	"250 W 9TH ST"	NA	"Jonesboro"	"AR"	"countya"	"72403"	"NEN001"	"25002"	NA
"153"	"1852246827"	NA	"TERALIN"	NA	"BLAKE"	NA	"Non-Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Newton Lower Falls"	"MA"	"countyb"	"02462"	"NEN001"	"13006"	NA
"154"	"1895953506"	NA	"CALLIS"	NA	"ACUNA-001"	NA	"Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Ridgely"	"MD"	"countya"	"21681"	"MIN003"	"25002"	NA
"155"	"1261862113"	NA	"GREG"	NA	"JOHNSON"	NA	"Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Minneapolis"	"MN"	"countya"	"55425"	"NEN001"	"25002"	NA
"156"	"1062228709"	NA	"EDWARD"	NA	"BLAKELY"	NA	"Non-Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Okabena"	"MN"	"countya"	"56161"	"MIN003"	"13006"	NA
"157"	"1175753107"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Non-Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Washington"	"DC"	"countya"	"20340"	"MIN003"	"13006"	NA
"158"	"1151798464"	NA	"RANDOLPH"	NA	"JOHNSON"	NA	"Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"San Antonio"	"TX"	"countyb"	"78227"	"MIN003"	"15004"	NA
"159"	"1633615307"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Logan"	"KS"	"countya"	"67646"	"MIN003"	"25002"	NA
"160"	"1260009815"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Non-Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Montgomery"	"AL"	"countya"	"36104"	"MIN003"	"15004"	NA
"161"	"1372139706"	NA	"EDWARD"	NA	"ACUNA-001"	NA	"Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"McConnellsburg"	"PA"	"countyb"	"17233"	"NEN001"	"25002"	NA
"162"	"1848268658"	NA	"TRAISURE"	NA	"BLAKE"	NA	"Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Latonia"	"KY"	"countyb"	"41015"	"NEN001"	"25002"	NA
"163"	"1260875610"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Non-Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Cary"	"NC"	"countya"	"27519"	"MIN003"	"15004"	NA
"164"	"1132144767"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Bowmansdale"	"PA"	"countyb"	"17008"	"MIN003"	"25002"	NA
"165"	"1660022558"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Non-Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"Mount Hope"	"AL"	"countya"	"35651"	"NEN001"	"13006"	NA
"166"	"1346434682"	NA	"DARELL"	NA	"OBLAICH"	NA	"Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Manton"	"CA"	"countyb"	"96059"	"NEN001"	"25002"	NA
"167"	"1983070534"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Non-Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Brooklyn"	"NY"	"countya"	"11243"	"NEN001"	"25002"	NA
"168"	"1764840408"	NA	"RANDOLPH"	NA	"JOHNSON"	NA	"Non-Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Saint John"	"ND"	"countyb"	"58369"	"MIN003"	"25002"	NA
"169"	"1657623245"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Staffordsville"	"VA"	"countyb"	"24167"	"MIN003"	"25002"	NA
"170"	"1618616598"	NA	"TERALIN"	NA	"BLAKE"	NA	"Non-Physician"	"027 Plastic Surgery"	"250 W 9TH ST"	NA	"Louisville"	"KY"	"countyb"	"40299"	"NEN001"	"13006"	NA
"171"	"1513788259"	NA	"TRAISURE"	NA	"ACUNA-001"	NA	"Non-Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"Amsterdam"	"MO"	"countyb"	"64723"	"NEN001"	"15004"	NA
"172"	"1201509668"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Non-Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Shawnee Mission"	"KS"	"countya"	"66222"	"MIN003"	"15004"	NA
"173"	"1050438629"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Lancaster"	"KY"	"countyb"	"40444"	"MIN003"	"25002"	NA
"174"	"1121976559"	NA	"TRAISURE"	NA	"OBLAICH"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Shoreham"	"VT"	"countya"	"05770"	"NEN001"	"25002"	NA
"175"	"1041456418"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Non-Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"McDermott"	"OH"	"countya"	"45652"	"NEN001"	"15004"	NA
"176"	"1996618904"	NA	"TRAISURE"	NA	"ACUNA-001"	NA	"Non-Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Olney Springs"	"CO"	"countya"	"81062"	"MIN003"	"15004"	NA
"177"	"1376301073"	NA	"GREG"	NA	"BLAKELY"	NA	"Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Rochester"	"NY"	"countya"	"14694"	"MIN003"	"15004"	NA
"178"	"1194275021"	NA	"DARELL"	NA	"BLAKELY"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Republic"	"WA"	"countyb"	"99166"	"NEN001"	"13006"	NA
"179"	"1087212208"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Roseburg North"	"OR"	"countyb"	"97795"	"NEN001"	"15004"	NA
"180"	"1200278638"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Physician"	"010 Chiropractor"	"250 W 9TH ST"	NA	"East Springfield"	"PA"	"countya"	"16411"	"NEN001"	"15004"	NA
"181"	"1780814905"	NA	"CALLIS"	NA	"BLAKE"	NA	"Non-Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Austin"	"TX"	"countya"	"73344"	"NEN001"	"25002"	NA
"182"	"1454950209"	NA	"TRAISURE"	NA	"OBLAICH"	NA	"Non-Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Hatfield"	"MO"	"countyb"	"64458"	"NEN001"	"15004"	NA
"183"	"1763897217"	NA	"RANDOLPH"	NA	"ADAMSON"	NA	"Non-Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Maize"	"KS"	"countyb"	"67101"	"NEN001"	"15004"	NA
"184"	"1920050698"	NA	"TERALIN"	NA	"BLAKE"	NA	"Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Lockney"	"WV"	"countya"	"25258"	"MIN003"	"25002"	NA
"185"	"1563774611"	NA	"EDWARD"	NA	"ACUNA-001"	NA	"Non-Physician"	"017 Infectious Diseases"	"250 W 9TH ST"	NA	"Iowa City"	"IA"	"countya"	"52242"	"MIN003"	"15004"	NA
"186"	"1978928855"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Apo"	"AP"	"countya"	"96547"	"NEN001"	"15004"	NA
"187"	"1482656139"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Barton"	"VT"	"countyb"	"05822"	"NEN001"	"15004"	NA
"188"	"1366281054"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Physician"	"Dental - General"	"250 W 9TH ST"	NA	"Benton"	"AR"	"countyb"	"72018"	"NEN001"	"25002"	NA
"189"	"1388768257"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Mustoe"	"VA"	"countya"	"24468"	"MIN003"	"15004"	NA
"190"	"1947327929"	NA	"DARELL"	NA	"ADAMSON"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Roann"	"IN"	"countya"	"46974"	"NEN001"	"15004"	NA
"191"	"1767963071"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Physician"	"Dental - General"	"250 W 9TH ST"	NA	"Carr"	"CO"	"countyb"	"80612"	"NEN001"	"15004"	NA
"192"	"1169486375"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Non-Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Wallingford"	"CT"	"countya"	"06495"	"MIN003"	"13006"	NA
"193"	"1717023338"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Non-Physician"	"044 Outpatient Dialysis"	"250 W 9TH ST"	NA	"Los Angeles"	"CA"	"countya"	"90007"	"MIN003"	"25002"	NA
"194"	"1375001876"	NA	"RANDOLPH"	NA	"ACUNA-001"	NA	"Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"North Little Rock"	"AR"	"countya"	"72115"	"NEN001"	"25002"	NA
"195"	"1921484695"	NA	"GREG"	NA	"BLAKELY"	NA	"Non-Physician"	"055 Home Health"	"250 W 9TH ST"	NA	"New Orleans"	"LA"	"countya"	"70174"	"MIN003"	"25002"	NA
"196"	"1535608795"	NA	"GREG"	NA	"BLAKELY"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Mossville"	"IL"	"countyb"	"61552"	"MIN003"	"13006"	NA
"197"	"1903438162"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Non-Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Naples"	"FL"	"countya"	"34120"	"NEN001"	"15004"	NA
"198"	"1158055679"	NA	"DARELL"	NA	"ADAMSON"	NA	"Non-Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Bayview"	"ID"	"countyb"	"83803"	"MIN003"	"25002"	NA
"199"	"1869039809"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Physician"	"055 Home Health"	"250 W 9TH ST"	NA	"Cincinnati"	"OH"	"countyb"	"45246"	"NEN001"	"25002"	NA
"200"	"1790089806"	NA	"GREG"	NA	"BLAKE"	NA	"Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Roxbury"	"CT"	"countya"	"06783"	"MIN003"	"15004"	NA
"201"	"1819792434"	NA	"GREG"	NA	"BLAKE"	NA	"Non-Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Albany"	"MO"	"countya"	"64402"	"NEN001"	"25002"	NA
"202"	"1832449170"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Non-Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"York"	"PA"	"countya"	"17402"	"NEN001"	"15004"	NA
"203"	"1476334587"	NA	"PRESTON"	NA	"ACUNA-001"	NA	"Non-Physician"	"027 Plastic Surgery"	"250 W 9TH ST"	NA	"Woodlawn"	"TN"	"countya"	"37191"	"MIN003"	"15004"	NA
"204"	"1827883851"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Physician"	"044 Outpatient Dialysis"	"250 W 9TH ST"	NA	"Scott Air Force Base"	"IL"	"countya"	"62225"	"MIN003"	"15004"	NA
"205"	"1515736625"	NA	"CALLIS"	NA	"ADAMSON"	NA	"Non-Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Virginia Beach"	"VA"	"countyb"	"23451"	"NEN001"	"25002"	NA
"206"	"1316574980"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Monroeville"	"NJ"	"countyb"	"08343"	"MIN003"	"13006"	NA
"207"	"1650225768"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Wilmont"	"MN"	"countya"	"56185"	"NEN001"	"15004"	NA
"208"	"1293760882"	NA	"GREG"	NA	"ADAMSON"	NA	"Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Sacramento"	"CA"	"countya"	"95813"	"MIN003"	"25002"	NA
"209"	"1446230073"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Cincinnati"	"OH"	"countya"	"45204"	"MIN003"	"13006"	NA
"210"	"1021128565"	NA	"CALLIS"	NA	"ABEURISHAL"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Syracuse"	"NY"	"countya"	"13207"	"NEN001"	"13006"	NA
"211"	"1494321361"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Physician"	"007 Allergy and Immunology"	"250 W 9TH ST"	NA	"Ellsworth"	"PA"	"countya"	"15331"	"MIN003"	"13006"	NA
"212"	"1329659978"	NA	"PRESTON"	NA	"JOHNSON"	NA	"Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"Pittsburgh"	"PA"	"countya"	"15275"	"NEN001"	"13006"	NA
"213"	"1762986317"	NA	"TERALIN"	NA	"OBLAICH"	NA	"Non-Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Ernest"	"PA"	"countya"	"15739"	"MIN003"	"25002"	NA
"214"	"1780372353"	NA	"GEANA"	NA	"JOHNSON"	NA	"Physician"	"055 Home Health"	"250 W 9TH ST"	NA	"Lebanon"	"GA"	"countya"	"30146"	"MIN003"	"13006"	NA
"215"	"1603677512"	NA	"TERALIN"	NA	"ACEMAN"	NA	"Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Rutland"	"VT"	"countyb"	"05702"	"NEN001"	"15004"	NA
"216"	"1987899094"	NA	"TRAISURE"	NA	"OBLAICH"	NA	"Physician"	"019 Neurology"	"250 W 9TH ST"	NA	"Smackover"	"AR"	"countyb"	"71762"	"MIN003"	"13006"	NA
"217"	"1518487795"	NA	"DARELL"	NA	"ABEURISHAL"	NA	"Physician"	"066 Lung Transplant Program"	"250 W 9TH ST"	NA	"Louisburg"	"MO"	"countya"	"65685"	"NEN001"	"13006"	NA
"218"	"1257401558"	NA	"PRESTON"	NA	"ABEURISHAL"	NA	"Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Seattle"	"WA"	"countya"	"98165"	"MIN003"	"13006"	NA
"219"	"1522575616"	NA	"DARELL"	NA	"ABEURISHAL"	NA	"Non-Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Tahoe Vista"	"CA"	"countyb"	"96148"	"NEN001"	"25002"	NA
"220"	"1844516939"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Fort Leonard Wood"	"MO"	"countya"	"65473"	"NEN001"	"13006"	NA
"221"	"1336443153"	NA	"TRAISURE"	NA	"OBLAICH"	NA	"Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Biloxi"	"MS"	"countya"	"39533"	"NEN001"	"25002"	NA
"222"	"1705223591"	NA	"GREG"	NA	"ACEMAN"	NA	"Non-Physician"	"019 Neurology"	"250 W 9TH ST"	NA	"New Liberty"	"IA"	"countya"	"52765"	"MIN003"	"25002"	NA
"223"	"1980569354"	NA	"RANDOLPH"	NA	"ACEMAN"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Winston Salem"	"NC"	"countyb"	"27151"	"MIN003"	"13006"	NA
"224"	"1437769612"	NA	"GREG"	NA	"ACUNA-001"	NA	"Physician"	"101 Pediatrics"	"250 W 9TH ST"	NA	"Kake"	"AK"	"countya"	"99830"	"NEN001"	"15004"	NA
"225"	"1991522088"	NA	"RANDOLPH"	NA	"ACUNA-001"	NA	"Non-Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Wolf Lake"	"MN"	"countya"	"56593"	"NEN001"	"15004"	NA
"226"	"1064585939"	NA	"GEANA"	NA	"OBLAICH"	NA	"Physician"	"035 Cardiothoracic Surgery"	"250 W 9TH ST"	NA	"Jersey City"	"NJ"	"countya"	"07309"	"MIN003"	"13006"	NA
"227"	"1011626183"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Athens"	"ME"	"countyb"	"04912"	"MIN003"	"15004"	NA
"228"	"1410066205"	NA	"GREG"	NA	"ADAMSON"	NA	"Non-Physician"	"027 Plastic Surgery"	"250 W 9TH ST"	NA	"Wilkes Barre"	"PA"	"countya"	"18768"	"MIN003"	"25002"	NA
"229"	"1355378014"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Rushville"	"NY"	"countya"	"14544"	"MIN003"	"13006"	NA
"230"	"1872369262"	NA	"EDWARD"	NA	"ABEURISHAL"	NA	"Non-Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"Horntown"	"VA"	"countyb"	"23395"	"NEN001"	"25002"	NA
"231"	"1497730267"	NA	"PRESTON"	NA	"BLAKELY"	NA	"Non-Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Salina"	"OK"	"countyb"	"74365"	"NEN001"	"15004"	NA
"232"	"1854957809"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Non-Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Orange City"	"FL"	"countya"	"32763"	"NEN001"	"25002"	NA
"233"	"1927625986"	NA	"CALLIS"	NA	"ADAMSON"	NA	"Physician"	"055 Home Health"	"250 W 9TH ST"	NA	"Lexington"	"SC"	"countyb"	"29072"	"MIN003"	"15004"	NA
"234"	"1844171389"	NA	"CALLIS"	NA	"BLAKE"	NA	"Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Lucinda"	"PA"	"countya"	"16235"	"NEN001"	"25002"	NA
"235"	"1623983473"	NA	"GREG"	NA	"ACUNA-001"	NA	"Non-Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Rosedale"	"WV"	"countyb"	"26636"	"NEN001"	"13006"	NA
"236"	"1028300686"	NA	"CALLIS"	NA	"ACEMAN"	NA	"Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Daytona Beach"	"FL"	"countya"	"32125"	"MIN003"	"25002"	NA
"237"	"1475164865"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Non-Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"May City"	"IA"	"countyb"	"51349"	"NEN001"	"13006"	NA
"238"	"1169810167"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Makawao"	"HI"	"countya"	"96768"	"MIN003"	"25002"	NA
"239"	"1710485926"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Springfield"	"IL"	"countyb"	"62776"	"NEN001"	"15004"	NA
"240"	"1639014350"	NA	"GREG"	NA	"JOHNSON"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"San Gregorio"	"CA"	"countyb"	"94074"	"MIN003"	"15004"	NA
"241"	"1575640867"	NA	"GREG"	NA	"BLAKE"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Peach Orchard"	"AR"	"countya"	"72453"	"NEN001"	"15004"	NA
"242"	"1896014936"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Non-Physician"	"101 Pediatrics"	"250 W 9TH ST"	NA	"Boscobel"	"WI"	"countyb"	"53805"	"NEN001"	"25002"	NA
"243"	"1432329242"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Potsdam"	"OH"	"countyb"	"45361"	"NEN001"	"15004"	NA
